contactid,userid,moduleid,operatetime
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-11-27 13:50:56.837
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2019-04-13 14:43:31.847
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2018-02-03 09:33:20.007
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-06-07 15:09:01.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-07-25 13:14:18.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-05-20 09:59:10.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-05-14 08:32:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-05-11 11:09:01.810
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-11-25 08:39:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-11-28 10:17:52.703
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-10-18 10:33:01.747
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-07-25 15:38:44.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-07-10 09:30:39.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-05-15 09:51:04.467
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2017-07-05 08:15:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-04-28 08:54:52.180
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-07-14 13:01:16.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-11-01 11:01:57.570
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-10-01 09:18:07.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-11-13 13:11:17.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-09-18 12:23:17.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-11-04 14:22:38.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-03-01 11:18:32.120
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-02-07 09:02:48.970
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-06-02 16:10:15.940
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-12-09 14:11:24.237
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-02-10 16:22:16.860
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-03-27 10:21:16.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-01-04 09:06:56.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-10-10 12:31:55.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-04-22 17:33:42.037
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-11-06 09:24:57.820
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-01-20 13:03:48.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2017-08-23 12:16:08.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-06-23 16:30:28.483
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-03-11 16:20:16.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-09-08 11:08:21.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-12-12 08:35:03.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-04-11 09:36:21.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2019-05-18 10:28:35.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-10-01 08:40:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-06-04 10:07:49.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-03-15 13:46:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-22 15:36:41.177
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-22 15:23:28.073
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-01-05 08:40:00.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-08-13 08:47:04.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2019-03-16 17:17:51.320
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2015-08-04 17:48:49.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2017-05-20 10:13:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-09-03 17:09:35.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-05-01 12:35:00.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-11-21 13:52:11.980
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-01-08 10:06:53.400
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-01-12 17:40:24.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-03-01 10:33:17.600
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 16:44:04.953
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-03-02 17:40:16.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-02-10 11:52:47.367
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-11-15 09:43:40.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-02-21 10:29:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-05-28 10:22:15.890
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2018-06-22 09:24:20.447
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2017-01-09 16:36:43.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-04-23 17:38:08.320
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-11-09 17:44:53.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2015-10-26 09:35:07.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2017-05-31 09:03:22.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-07-29 15:11:32.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-28 16:37:26.993
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-11-21 14:10:49.947
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2018-06-20 08:05:20.653
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2017-06-03 16:00:52.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-09 11:10:29.260
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2018-03-30 08:20:44.760
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-10-13 10:45:53.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-07-02 14:24:23.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-22 15:33:03.590
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2015-12-22 17:59:19.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2019-04-23 10:24:42.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-04-10 08:41:16.460
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-05-19 15:59:42.867
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-07-30 11:00:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2015-07-11 12:46:44.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-05-15 09:48:09.580
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-01-09 15:55:10.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-01 09:14:34.833
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-10-28 16:36:34.887
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-05-17 15:27:34.940
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-12-03 15:21:58.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-08-13 17:32:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2015-06-10 13:35:32.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-01-08 09:59:16.950
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2016-02-25 08:34:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2015-10-01 17:15:21.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2015-08-25 11:48:32.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-03-01 10:13:20.977
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-03-07 12:57:44.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2019-04-17 10:48:46.207
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,21,2015-08-03 17:57:18.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-06-11 10:21:42.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-09-22 08:23:41.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-04-10 08:23:57.110
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-09-28 10:11:39.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-05-31 08:48:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-09-12 10:05:27.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,20,2015-11-10 10:58:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-09-04 15:29:22.377
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-06-22 09:29:34.333
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-07-11 13:04:33.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-04-03 10:10:17.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-04-03 08:47:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-03-16 08:54:07.547
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-27 11:45:55.083
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-12-10 14:07:52.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-02-10 17:25:23.233
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-02-23 17:26:09.360
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-02-28 15:05:37.650
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2015-08-31 12:33:26.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-08-11 08:00:06.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-07-07 15:40:38.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-08-10 14:52:55.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2016-12-10 11:40:27.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-02-26 17:06:44.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 17:10:57.153
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2019-03-22 08:42:36.267
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-05-17 13:01:14.217
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-04-19 16:47:10.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-11-09 10:47:05.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,23,2018-09-10 14:17:56.027
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-03-17 15:50:15.327
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2015-12-17 15:08:51.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-08-04 17:24:15.797
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-11-01 09:39:10.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-09-03 11:55:15.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-06-27 11:25:33.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2017-07-05 08:01:58.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-11-02 08:21:01.430
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-07-25 16:20:37.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2016-01-06 09:19:23.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-05-14 16:03:54.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-04-20 13:58:11.363
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-04-08 08:21:37.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-05-17 14:51:07.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-06-30 17:48:07.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-01-20 15:17:29.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-08-28 10:18:19.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-08-29 09:09:46.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2018-10-08 09:36:52.710
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-12 08:50:36.793
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2016-01-06 15:22:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-12-15 13:50:14.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-01-03 11:05:11.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2017-09-15 16:18:23.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-09-09 10:03:43.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-01-05 08:38:45.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-03-05 10:15:11.353
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-03-15 13:46:24.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-11-06 13:38:29.320
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-01-29 10:36:56.933
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-01 10:25:23.910
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-22 15:47:11.343
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-09-11 11:04:14.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-02-05 13:30:56.480
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-05-27 09:51:14.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-09-24 14:07:06.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-06-22 09:25:29.087
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-22 15:44:15.453
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-01-19 10:22:50.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-10-13 15:46:47.043
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-05-12 11:09:43.133
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-07-30 08:56:19.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2015-12-11 13:32:07.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-08-23 09:22:36.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-05-01 12:19:06.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-02-24 10:58:39.283
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-11-28 12:01:13.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-10-22 09:04:08.077
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-04-11 11:31:03.677
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-08-11 14:30:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-10-24 14:28:20.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-07-05 08:21:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-07-12 16:38:15.737
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-20 11:48:03.890
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-08-07 11:48:24.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2015-12-26 14:16:00.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-12-27 13:32:53.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-07-18 10:00:51.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-09-15 09:02:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-15 11:18:04.903
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2015-12-31 16:04:21.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-01-11 12:36:20.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-10-28 09:16:18.000
